SEQUENCE1,SEQUENCE2,SEQUENCE3,SEQUENCE4,ORG,OBJ,PROJECT,ACCOUNT,ACCOUNT DESCRIPTION,TYPE,ORIGINAL APPROP
6100,41,4110,522500,61414057,522500,,6100-41-41-4110-411020-000000-000-522500-,Telecommunications,E,3100
6100,41,4110,522500,61414058,522500,,6100-41-41-4110-411030-000000-000-522500-,Telecommunications,E,2903
6100,41,4110,522500,61414059,522500,,6100-41-41-4110-411040-000000-000-522500-,Telecommunications,E,5347
6100,41,4110,522500,61414061,522500,,6100-41-41-4110-411060-000000-000-522500-,Telecommunications,E,5539
6100,41,4110,522500,61414075,522500,,6100-41-41-4110-411001-000000-000-522500-,Telecommunications,E,6620
6100,41,4110,522510,61414056,522510,,6100-41-41-4110-411010-000000-000-522510-,ISP Telecommunications,E,0
6100,41,4110,522510,61414057,522510,,6100-41-41-4110-411020-000000-000-522510-,ISP Telecommunications,E,2384
6100,41,4110,522510,61414058,522510,,6100-41-41-4110-411030-000000-000-522510-,ISP Telecommunications,E,1983
6100,41,4110,522510,61414059,522510,,6100-41-41-4110-411040-000000-000-522510-,ISP Telecommunications,E,2968
6100,41,4110,522510,61414061,522510,,6100-41-41-4110-411060-000000-000-522510-,ISP Telecommunications,E,2216
6100,41,4110,522510,61414075,522510,,6100-41-41-4110-411001-000000-000-522510-,ISP Telecommunications,E,4022
6100,41,4110,523000,61414056,523000,,6100-41-41-4110-411010-000000-000-523000-,ISP Insurance Premiums,E,0
6100,41,4110,523000,61414058,523000,,6100-41-41-4110-411030-000000-000-523000-,ISP Insurance Premiums,E,4106
6100,41,4110,523000,61414061,523000,,6100-41-41-4110-411060-000000-000-523000-,ISP Insurance Premiums,E,4106
6100,41,4110,523000,61414075,523000,,6100-41-41-4110-411001-000000-000-523000-,ISP Insurance Premiums,E,4106
6100,41,4110,523010,61414056,523010,,6100-41-41-4110-411010-000000-000-523010-,ISP Insurance Administration,E,0
6100,41,4110,523010,61414057,523010,,6100-41-41-4110-411020-000000-000-523010-,ISP Insurance Administration,E,1933
6100,41,4110,523010,61414058,523010,,6100-41-41-4110-411030-000000-000-523010-,ISP Insurance Administration,E,1100
6100,41,4110,523010,61414059,523010,,6100-41-41-4110-411040-000000-000-523010-,ISP Insurance Administration,E,1378
6100,41,4110,523010,61414061,523010,,6100-41-41-4110-411060-000000-000-523010-,ISP Insurance Administration,E,2755
6100,41,4110,523010,61414075,523010,,6100-41-41-4110-411001-000000-000-523010-,ISP Insurance Administration,E,3033
6100,41,4110,523520,61000090,523520,,6100-41-41-4110-411010-000000-002-523520-,Fuel Taxes - Diesel,E,0
6100,41,4110,523520,61000360,523520,,6100-41-41-4110-411060-000000-004-523520-,Fuel Taxes - Diesel,E,0
6100,41,4110,523520,61000450,523520,,6100-41-41-4110-411030-000000-004-523520-,Fuel Taxes - Diesel,E,0
6100,41,4110,523520,61414061,523520,,6100-41-41-4110-411060-000000-000-523520-,Fuel Taxes - Diesel,E,8
6100,41,4110,529000,61000110,529000,,6100-41-41-4110-411010-000000-004-529000-,Travel & Meetings,E,0
6100,41,4110,529000,61000130,529000,,6100-41-41-4110-411020-000000-004-529000-,Travel & Meetings,E,0
6100,41,4110,529000,61414041,529000,,6100-41-41-4110-411040-000000-004-529000-,Travel & Meetings,E,0
6100,41,4110,529000,61414056,529000,,6100-41-41-4110-411010-000000-000-529000-,Travel & Meetings,E,0
6100,41,4110,529000,61414057,529000,,6100-41-41-4110-411020-000000-000-529000-,Travel & Meetings,E,8100
6100,41,4110,529000,61414058,529000,,6100-41-41-4110-411030-000000-000-529000-,Travel & Meetings,E,5000
6100,41,4110,529000,61414059,529000,,6100-41-41-4110-411040-000000-000-529000-,Travel & Meetings,E,12000
6100,41,4110,529000,61414061,529000,,6100-41-41-4110-411060-000000-000-529000-,Travel & Meetings,E,3090
6100,41,4110,529000,61414075,529000,,6100-41-41-4110-411001-000000-000-529000-,Travel & Meetings,E,8750
6100,41,4110,529010,61414057,529010,,6100-41-41-4110-411020-000000-000-529010-,Empl Reimb Training Exp,E,1551
6100,41,4110,529010,61414058,529010,,6100-41-41-4110-411030-000000-000-529010-,Empl Reimb Training Exp,E,300
6100,41,4110,529010,61414059,529010,,6100-41-41-4110-411040-000000-000-529010-,Empl Reimb Training Exp,E,2535
6100,41,4110,529010,61414061,529010,,6100-41-41-4110-411060-000000-000-529010-,Empl Reimb Training Exp,E,2575
6100,41,4110,529020,61000110,529020,,6100-41-41-4110-411010-000000-004-529020-,Training Conf & Meetings,E,0
6100,41,4110,529020,61000120,529020,,6100-41-41-4110-411050-000000-004-529020-,Training Conf & Meetings,E,0
6100,41,4110,529020,61414056,529020,,6100-41-41-4110-411010-000000-000-529020-,Training Conf & Meetings,E,0
6100,41,4110,529020,61414057,529020,,6100-41-41-4110-411020-000000-000-529020-,Training Conf & Meetings,E,5430
6100,41,4110,529020,61414058,529020,,6100-41-41-4110-411030-000000-000-529020-,Training Conf & Meetings,E,2000
6100,41,4110,529020,61414059,529020,,6100-41-41-4110-411040-000000-000-529020-,Training Conf & Meetings,E,3000
6100,41,4110,529020,61414061,529020,,6100-41-41-4110-411060-000000-000-529020-,Training Conf & Meetings,E,2575
6100,41,4110,529020,61414075,529020,,6100-41-41-4110-411001-000000-000-529020-,Training Conf & Meetings,E,8250
6100,41,4110,529020,61414076,529020,,6100-41-41-4110-411050-000000-000-529020-,Training Conf & Meetings,E,5100
6100,41,4110,529030,61000110,529030,,6100-41-41-4110-411010-000000-004-529030-,Postage,E,0
6100,41,4110,529030,61000130,529030,,6100-41-41-4110-411020-000000-004-529030-,Postage,E,0
6100,41,4110,529030,61000340,529030,,6100-41-41-4110-411060-000000-001-529030-,Postage,E,0
6100,41,4110,529030,61000450,529030,,6100-41-41-4110-411030-000000-004-529030-,Postage,E,0
6100,41,4110,529030,61414056,529030,,6100-41-41-4110-411010-000000-000-529030-,Postage,E,0
6100,41,4110,529030,61414057,529030,,6100-41-41-4110-411020-000000-000-529030-,Postage,E,400
6100,41,4110,529030,61414058,529030,,6100-41-41-4110-411030-000000-000-529030-,Postage,E,300
6100,41,4110,529030,61414059,529030,,6100-41-41-4110-411040-000000-000-529030-,Postage,E,266
6100,41,4110,529030,61414061,529030,,6100-41-41-4110-411060-000000-000-529030-,Postage,E,52
6100,41,4110,529030,61414075,529030,,6100-41-41-4110-411001-000000-000-529030-,Postage,E,920
6100,41,4110,529030,61414076,529030,,6100-41-41-4110-411050-000000-000-529030-,Postage,E,408
6100,41,4110,529040,61000110,529040,,6100-41-41-4110-411010-000000-004-529040-,Printing & Publishing,E,0
6100,41,4110,529040,61000130,529040,,6100-41-41-4110-411020-000000-004-529040-,Printing & Publishing,E,0
6100,41,4110,529040,61000450,529040,,6100-41-41-4110-411030-000000-004-529040-,Printing & Publishing,E,0
6100,41,4110,529040,61414041,529040,,6100-41-41-4110-411040-000000-004-529040-,Printing & Publishing,E,0
6100,41,4110,529040,61414056,529040,,6100-41-41-4110-411010-000000-000-529040-,Printing & Publishing,E,0
6100,41,4110,529040,61414057,529040,,6100-41-41-4110-411020-000000-000-529040-,Printing & Publishing,E,1133
6100,41,4110,529040,61414058,529040,,6100-41-41-4110-411030-000000-000-529040-,Printing & Publishing,E,3500
6100,41,4110,529040,61414059,529040,,6100-41-41-4110-411040-000000-000-529040-,Printing & Publishing,E,472
6100,41,4110,529040,61414061,529040,,6100-41-41-4110-411060-000000-000-529040-,Printing & Publishing,E,181
6100,41,4110,529040,61414075,529040,,6100-41-41-4110-411001-000000-000-529040-,Printing & Publishing,E,11000
6100,41,4110,529040,61414076,529040,,6100-41-41-4110-411050-000000-000-529040-,Printing & Publishing,E,2937
6100,41,4110,529050,61414056,529050,,6100-41-41-4110-411010-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,0
6100,41,4110,529050,61414057,529050,,6100-41-41-4110-411020-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,5800
6100,41,4110,529050,61414058,529050,,6100-41-41-4110-411030-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,700
6100,41,4110,529050,61414059,529050,,6100-41-41-4110-411040-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,55000
6100,41,4110,529050,61414061,529050,,6100-41-41-4110-411060-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,515
6100,41,4110,529050,61414075,529050,,6100-41-41-4110-411001-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,880
6100,41,4110,529900,61000370,529900,,6100-41-41-4110-411098-000000-024-529900-,Inventory Purchases,E,-200000
6100,41,4110,529900,61414109,529900,,6100-41-41-4110-411098-000000-000-529900-,Inventory Purchases,E,0
6100,41,4110,529901,61414045,529901,,6100-41-41-4110-411099-000000-024-529901-,Inventory Issues,E,200000
6100,41,4110,529901,61414111,529901,,6100-41-41-4110-411099-000000-000-529901-,Inventory Issues,E,0
6100,41,4110,529999,61414057,529999,,6100-41-41-4110-411020-000000-000-529999-,Pcard expense - unallocated,E,0
6100,41,4110,560100,61414056,560100,,6100-41-41-4110-411010-000000-000-560100-,Departmental Charges,E,0
6100,41,4110,560100,61414057,560100,,6100-41-41-4110-411020-000000-000-560100-,Departmental Charges,E,-600000
6100,41,4110,560100,61414058,560100,,6100-41-41-4110-411030-000000-000-560100-,Departmental Charges,E,-93000
6100,41,4110,560100,61414061,560100,,6100-41-41-4110-411060-000000-000-560100-,Departmental Charges,E,-167544
6100,41,4110,560100,61414075,560100,,6100-41-41-4110-411001-000000-000-560100-,Departmental Charges,E,-1024091
6100,41,4110,560100,61414077,560100,,6100-41-41-4110-411070-000000-000-560100-,Departmental Charges,E,-112876
6100,41,4110,570200,61414056,570200,,6100-41-41-4110-411010-000000-000-570200-,Unexpendable Appropriations,E,0
6100,41,4110,570200,61414057,570200,,6100-41-41-4110-411020-000000-000-570200-,Unexpendable Appropriations,E,4629
6100,41,4110,570200,61414058,570200,,6100-41-41-4110-411030-000000-000-570200-,Unexpendable Appropriations,E,15903
6100,41,4110,570200,61414059,570200,,6100-41-41-4110-411040-000000-000-570200-,Unexpendable Appropriations,E,1724
6100,41,4110,570200,61414061,570200,,6100-41-41-4110-411060-000000-000-570200-,Unexpendable Appropriations,E,6876
6100,41,4110,570200,61414075,570200,,6100-41-41-4110-411001-000000-000-570200-,Unexpendable Appropriations,E,21422
6100,41,4110,570200,61414077,570200,,6100-41-41-4110-411070-000000-000-570200-,Unexpendable Appropriations,E,172777
6100,41,4120,510100,61000260,510100,,6100-41-41-4120-412020-000000-004-510100-,Salaries & Wages - Regular,E,0
6100,41,4120,510100,61414062,510100,,6100-41-41-4120-412020-000000-000-510100-,Salaries & Wages - Regular,E,536411
6100,41,4120,510140,61000260,510140,,6100-41-41-4120-412020-000000-004-510140-,Overtime,E,0
6100,41,4120,510140,61414062,510140,,6100-41-41-4120-412020-000000-000-510140-,Overtime,E,1866
6100,41,4120,510195,61414062,510195,,6100-41-41-4120-412020-000000-000-510195-,Employee Merit Pay,E,10766
6100,41,4120,515130,61000260,515130,,6100-41-41-4120-412020-000000-004-515130-,Social Security Tax,E,0
6100,41,4120,515130,61414062,515130,,6100-41-41-4120-412020-000000-000-515130-,Social Security Tax,E,41178
6100,41,4120,515140,61000260,515140,,6100-41-41-4120-412020-000000-004-515140-,Empl Retirement Expns,E,0
6100,41,4120,515140,61414062,515140,,6100-41-41-4120-412020-000000-000-515140-,Empl Retirement Expns,E,38552
6100,41,4120,515150,61414062,515150,,6100-41-41-4120-412020-000000-000-515150-,Empl Insurance Premium,E,74796
6100,41,4120,515160,61414062,515160,,6100-41-41-4120-412020-000000-000-515160-,Retiree Insurance Premium,E,6742
6100,41,4120,515190,61000260,515190,,6100-41-41-4120-412020-000000-004-515190-,401K Retirement,E,0
6100,41,4120,515190,61414062,515190,,6100-41-41-4120-412020-000000-000-515190-,401K Retirement,E,10766
6100,41,4120,520020,61414062,520020,,6100-41-41-4120-412020-000000-000-520020-,ISP Workmens Compensation,E,9061
6100,41,4120,520030,61414062,520030,,6100-41-41-4120-412020-000000-000-520030-,Uniforms-Prot Clothing,E,800
6100,41,4120,520040,61414062,520040,,6100-41-41-4120-412020-000000-000-520040-,Rental of Uniforms,E,4138
6100,41,4120,520050,61414062,520050,,6100-41-41-4120-412020-000000-000-520050-,Auto & Othr Allowances,E,953
6100,41,4120,520060,61414062,520060,,6100-41-41-4120-412020-000000-000-520060-,Meals and Subsistence,E,600
6100,41,4120,520110,61414062,520110,,6100-41-41-4120-412020-000000-000-520110-,M&R Equipment,E,20600
6100,41,4120,520120,61414062,520120,,6100-41-41-4120-412020-000000-000-520120-,M&R-Buildings,E,0
6100,41,4120,520130,61414062,520130,,6100-41-41-4120-412020-000000-000-520130-,ISP M&R-Bldg Renov and Cons,E,685502
6100,41,4120,520140,61000260,520140,,6100-41-41-4120-412020-000000-004-520140-,ISP M&R-Land & Water Areas,E,0
6100,41,4120,520140,61414062,520140,,6100-41-41-4120-412020-000000-000-520140-,ISP M&R-Land & Water Areas,E,532798
6100,41,4120,520220,61414062,520220,,6100-41-41-4120-412020-000000-000-520220-,Prof & Technical Services,E,0
6100,41,4120,520290,61414039,520290,,6100-41-41-4120-412020-000000-002-520290-,Contract Maint Services,E,0
6100,41,4120,520290,61414062,520290,,6100-41-41-4120-412020-000000-000-520290-,Contract Maint Services,E,639127
6100,41,4120,520290,61414079,520290,,6100-41-41-4120-412010-000000-000-520290-,Contract Maint Services,E,145156
6100,41,4120,521900,61414039,521900,,6100-41-41-4120-412020-000000-002-521900-,Fees - Other,E,0
6100,41,4120,521900,61414062,521900,,6100-41-41-4120-412020-000000-000-521900-,Fees - Other,E,13590
6100,41,4120,521910,61000260,521910,,6100-41-41-4120-412020-000000-004-521910-,Misc Contractual Services,E,0
6100,41,4120,521910,61414039,521910,,6100-41-41-4120-412020-000000-002-521910-,Misc Contractual Services,E,0
6100,41,4120,521910,61414046,521910,,6100-41-41-4120-412010-000000-024-521910-,Misc Contractual Services,E,0
6100,41,4120,521910,61414062,521910,,6100-41-41-4120-412020-000000-000-521910-,Misc Contractual Services,E,332943
6100,41,4120,521910,61414079,521910,,6100-41-41-4120-412010-000000-000-521910-,Misc Contractual Services,E,964823
6100,41,4120,521910,61414114,521910,,6100-41-41-4120-412020-000000-023-521910-,Misc Contractual Services,E,0
6100,41,4120,521910,61414115,521910,,6100-41-41-4120-412020-000000-003-521910-,Misc Contractual Services,E,0
6100,41,4120,522000,61414062,522000,,6100-41-41-4120-412020-000000-000-522000-,Motor Fuels & Lubrcnts,E,31120
6100,41,4120,522210,61414062,522210,,6100-41-41-4120-412020-000000-000-522210-,Specialty Departmental Supplie,E,0
6100,41,4120,522220,61414062,522220,,6100-41-41-4120-412020-000000-000-522220-,Equipment Maintenance,E,0
6100,41,4120,522230,61414062,522230,,6100-41-41-4120-412020-000000-000-522230-,Sm Tools & Expnd Eqpt,E,0
6100,41,4120,522240,61000260,522240,,6100-41-41-4120-412020-000000-004-522240-,Office Supplies,E,0
6100,41,4120,522240,61414062,522240,,6100-41-41-4120-412020-000000-000-522240-,Office Supplies,E,1900
6100,41,4120,522490,61000260,522490,,6100-41-41-4120-412020-000000-004-522490-,Other Materials/Supplies,E,0
6100,41,4120,522490,61414039,522490,,6100-41-41-4120-412020-000000-002-522490-,Other Materials/Supplies,E,0
6100,41,4120,522490,61414062,522490,,6100-41-41-4120-412020-000000-000-522490-,Other Materials/Supplies,E,10600
6100,41,4120,522500,61000220,522500,,6100-41-41-4120-410750-000000-004-522500-,Telecommunications,E,0
6100,41,4120,522500,61000260,522500,,6100-41-41-4120-412020-000000-004-522500-,Telecommunications,E,0
6100,41,4120,522500,61414062,522500,,6100-41-41-4120-412020-000000-000-522500-,Telecommunications,E,6384
6100,41,4120,522510,61414062,522510,,6100-41-41-4120-412020-000000-000-522510-,ISP Telecommunications,E,2090
6100,41,4120,522520,61000260,522520,,6100-41-41-4120-412020-000000-004-522520-,Utilities,E,0
6100,41,4120,522520,61414039,522520,,6100-41-41-4120-412020-000000-002-522520-,Utilities,E,0
6100,41,4120,522520,61414062,522520,,6100-41-41-4120-412020-000000-000-522520-,Utilities,E,1122896
6100,41,4120,523000,61414062,523000,,6100-41-41-4120-412020-000000-000-523000-,ISP Insurance Premiums,E,45153
6100,41,4120,523010,61414062,523010,,6100-41-41-4120-412020-000000-000-523010-,ISP Insurance Administration,E,3033
6100,41,4120,523510,61414062,523510,,6100-41-41-4120-412020-000000-000-523510-,Highway Use Tax,E,0
6100,41,4120,524000,61000260,524000,,6100-41-41-4120-412020-000000-004-524000-,Rental Of Land & Bldgs,E,0
6100,41,4120,524000,61414062,524000,,6100-41-41-4120-412020-000000-000-524000-,Rental Of Land & Bldgs,E,20924
6100,41,4120,524010,61414062,524010,,6100-41-41-4120-412020-000000-000-524010-,ISP Rental of Land & Buildings,E,238561
6100,41,4120,529020,61414062,529020,,6100-41-41-4120-412020-000000-000-529020-,Training Conf & Meetings,E,1700
6100,41,4120,529030,61414062,529030,,6100-41-41-4120-412020-000000-000-529030-,Postage,E,103
6100,41,4120,529040,61000220,529040,,6100-41-41-4120-410750-000000-004-529040-,Printing & Publishing,E,0
6100,41,4120,529040,61414062,529040,,6100-41-41-4120-412020-000000-000-529040-,Printing & Publishing,E,1030
6100,41,4120,529050,61414062,529050,,6100-41-41-4120-412020-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,390
6100,41,4120,529999,61414062,529999,,6100-41-41-4120-412020-000000-000-529999-,Pcard expense - unallocated,E,0
6100,41,4120,560100,61414062,560100,,6100-41-41-4120-412020-000000-000-560100-,Departmental Charges,E,-1565000
6100,41,4120,570200,61414062,570200,,6100-41-41-4120-412020-000000-000-570200-,Unexpendable Appropriations,E,7694
6100,41,4130,510100,61000140,510100,,6100-41-41-4130-413002-000000-004-510100-,Salaries & Wages - Regular,E,0
6100,41,4130,510100,61000510,510100,,6100-41-41-4130-413001-000000-099-510100-,Salaries & Wages - Regular,E,0
6100,41,4130,510100,61000520,510100,,6100-41-41-4130-413003-000000-099-510100-,Salaries & Wages - Regular,E,0
6100,41,4130,510100,61000530,510100,,6100-41-41-4130-413020-000000-099-510100-,Salaries & Wages - Regular,E,0
6100,41,4130,510100,61000540,510100,,6100-41-41-4130-413050-000000-099-510100-,Salaries & Wages - Regular,E,0
6100,41,4130,510100,61414037,510100,,6100-41-41-4130-413050-000000-000-510100-,Salaries & Wages - Regular,E,636695
6100,41,4130,510100,61414063,510100,,6100-41-41-4130-413001-000000-000-510100-,Salaries & Wages - Regular,E,850870
6100,41,4130,510100,61414064,510100,,6100-41-41-4130-413002-000000-000-510100-,Salaries & Wages - Regular,E,416456
6100,41,4130,510100,61414065,510100,,6100-41-41-4130-413003-000000-000-510100-,Salaries & Wages - Regular,E,45091
6100,41,4130,510100,61414066,510100,,6100-41-41-4130-413020-000000-000-510100-,Salaries & Wages - Regular,E,94141
6100,41,4130,510140,61000540,510140,,6100-41-41-4130-413050-000000-099-510140-,Overtime,E,0
6100,41,4130,510150,61000140,510150,,6100-41-41-4130-413002-000000-004-510150-,Salary & Wage - Temp,E,0
6100,41,4130,510150,61000510,510150,,6100-41-41-4130-413001-000000-099-510150-,Salary & Wage - Temp,E,0
6100,41,4130,510150,61000540,510150,,6100-41-41-4130-413050-000000-099-510150-,Salary & Wage - Temp,E,0
6100,41,4130,510150,61414037,510150,,6100-41-41-4130-413050-000000-000-510150-,Salary & Wage - Temp,E,45843
6100,41,4130,510150,61414064,510150,,6100-41-41-4130-413002-000000-000-510150-,Salary & Wage - Temp,E,0
6100,41,4130,510190,61000510,510190,,6100-41-41-4130-413001-000000-099-510190-,Salary & Wages-Part-Time,E,0
6100,41,4130,510195,61414037,510195,,6100-41-41-4130-413050-000000-000-510195-,Employee Merit Pay,E,18434
6100,41,4130,510195,61414063,510195,,6100-41-41-4130-413001-000000-000-510195-,Employee Merit Pay,E,20406
6100,41,4130,510195,61414064,510195,,6100-41-41-4130-413002-000000-000-510195-,Employee Merit Pay,E,8329
6100,41,4130,510195,61414066,510195,,6100-41-41-4130-413020-000000-000-510195-,Employee Merit Pay,E,2514
6100,41,4130,515130,61000140,515130,,6100-41-41-4130-413002-000000-004-515130-,Social Security Tax,E,0
6100,41,4130,515130,61000510,515130,,6100-41-41-4130-413001-000000-099-515130-,Social Security Tax,E,0
6100,41,4130,515130,61000520,515130,,6100-41-41-4130-413003-000000-099-515130-,Social Security Tax,E,0
6100,41,4130,515130,61000530,515130,,6100-41-41-4130-413020-000000-099-515130-,Social Security Tax,E,0
6100,41,4130,515130,61000540,515130,,6100-41-41-4130-413050-000000-099-515130-,Social Security Tax,E,0
6100,41,4130,515130,61414037,515130,,6100-41-41-4130-413050-000000-000-515130-,Social Security Tax,E,64848
6100,41,4130,515130,61414063,515130,,6100-41-41-4130-413001-000000-000-515130-,Social Security Tax,E,56983
6100,41,4130,515130,61414064,515130,,6100-41-41-4130-413002-000000-000-515130-,Social Security Tax,E,32496
6100,41,4130,515130,61414065,515130,,6100-41-41-4130-413003-000000-000-515130-,Social Security Tax,E,0
6100,41,4130,515130,61414066,515130,,6100-41-41-4130-413020-000000-000-515130-,Social Security Tax,E,6701
6100,41,4130,515140,61000140,515140,,6100-41-41-4130-413002-000000-004-515140-,Empl Retirement Expns,E,0
6100,41,4130,515140,61000510,515140,,6100-41-41-4130-413001-000000-099-515140-,Empl Retirement Expns,E,0
6100,41,4130,515140,61000520,515140,,6100-41-41-4130-413003-000000-099-515140-,Empl Retirement Expns,E,0
6100,41,4130,515140,61000530,515140,,6100-41-41-4130-413020-000000-099-515140-,Empl Retirement Expns,E,0
6100,41,4130,515140,61000540,515140,,6100-41-41-4130-413050-000000-099-515140-,Empl Retirement Expns,E,0
6100,41,4130,515140,61414037,515140,,6100-41-41-4130-413050-000000-000-515140-,Empl Retirement Expns,E,60779
6100,41,4130,515140,61414063,515140,,6100-41-41-4130-413001-000000-000-515140-,Empl Retirement Expns,E,53351
6100,41,4130,515140,61414064,515140,,6100-41-41-4130-413002-000000-000-515140-,Empl Retirement Expns,E,30459
6100,41,4130,515140,61414065,515140,,6100-41-41-4130-413003-000000-000-515140-,Empl Retirement Expns,E,0
6100,41,4130,515140,61414066,515140,,6100-41-41-4130-413020-000000-000-515140-,Empl Retirement Expns,E,6280
6100,41,4130,515150,61414037,515150,,6100-41-41-4130-413050-000000-000-515150-,Empl Insurance Premium,E,71357
6100,41,4130,515150,61414063,515150,,6100-41-41-4130-413001-000000-000-515150-,Empl Insurance Premium,E,58383
6100,41,4130,515150,61414064,515150,,6100-41-41-4130-413002-000000-000-515150-,Empl Insurance Premium,E,37398
6100,41,4130,515150,61414065,515150,,6100-41-41-4130-413003-000000-000-515150-,Empl Insurance Premium,E,6487
6100,41,4130,515150,61414066,515150,,6100-41-41-4130-413020-000000-000-515150-,Empl Insurance Premium,E,6487
6100,41,4130,515190,61000140,515190,,6100-41-41-4130-413002-000000-004-515190-,401K Retirement,E,0
6100,41,4130,515190,61000510,515190,,6100-41-41-4130-413001-000000-099-515190-,401K Retirement,E,0
6100,41,4130,515190,61000520,515190,,6100-41-41-4130-413003-000000-099-515190-,401K Retirement,E,0
6100,41,4130,515190,61000530,515190,,6100-41-41-4130-413020-000000-099-515190-,401K Retirement,E,0
6100,41,4130,515190,61000540,515190,,6100-41-41-4130-413050-000000-099-515190-,401K Retirement,E,0
6100,41,4130,515190,61414037,515190,,6100-41-41-4130-413050-000000-000-515190-,401K Retirement,E,25431
6100,41,4130,515190,61414063,515190,,6100-41-41-4130-413001-000000-000-515190-,401K Retirement,E,22322
6100,41,4130,515190,61414064,515190,,6100-41-41-4130-413002-000000-000-515190-,401K Retirement,E,12744
6100,41,4130,515190,61414065,515190,,6100-41-41-4130-413003-000000-000-515190-,401K Retirement,E,0
6100,41,4130,515190,61414066,515190,,6100-41-41-4130-413020-000000-000-515190-,401K Retirement,E,2628
6100,41,4130,515200,61000510,515200,,6100-41-41-4130-413001-000000-099-515200-,Othr Empl Fringe Bnfts,E,0
6100,41,4130,515200,61414063,515200,,6100-41-41-4130-413001-000000-000-515200-,Othr Empl Fringe Bnfts,E,789
6100,41,4130,520020,61000140,520020,,6100-41-41-4130-413002-000000-004-520020-,ISP Workmens Compensation,E,0
6100,41,4130,520020,61000510,520020,,6100-41-41-4130-413001-000000-099-520020-,ISP Workmens Compensation,E,0
6100,41,4130,520020,61000520,520020,,6100-41-41-4130-413003-000000-099-520020-,ISP Workmens Compensation,E,0
6100,41,4130,520020,61000530,520020,,6100-41-41-4130-413020-000000-099-520020-,ISP Workmens Compensation,E,0
6100,41,4130,520020,61000540,520020,,6100-41-41-4130-413050-000000-099-520020-,ISP Workmens Compensation,E,0
6100,41,4130,520020,61414037,520020,,6100-41-41-4130-413050-000000-000-520020-,ISP Workmens Compensation,E,9061
6100,41,4130,520020,61414063,520020,,6100-41-41-4130-413001-000000-000-520020-,ISP Workmens Compensation,E,7414
6100,41,4130,520020,61414064,520020,,6100-41-41-4130-413002-000000-000-520020-,ISP Workmens Compensation,E,5766
6100,41,4130,520020,61414065,520020,,6100-41-41-4130-413003-000000-000-520020-,ISP Workmens Compensation,E,1647
6100,41,4130,520020,61414066,520020,,6100-41-41-4130-413020-000000-000-520020-,ISP Workmens Compensation,E,1647
6100,41,4130,520030,61000540,520030,,6100-41-41-4130-413050-000000-099-520030-,Uniforms-Prot Clothing,E,0
6100,41,4130,520030,61414063,520030,,6100-41-41-4130-413001-000000-000-520030-,Uniforms-Prot Clothing,E,206
6100,41,4130,520050,61000510,520050,,6100-41-41-4130-413001-000000-099-520050-,Auto & Othr Allowances,E,0
6100,41,4130,520050,61414037,520050,,6100-41-41-4130-413050-000000-000-520050-,Auto & Othr Allowances,E,6000
6100,41,4130,520050,61414063,520050,,6100-41-41-4130-413001-000000-000-520050-,Auto & Othr Allowances,E,937
6100,41,4130,520060,61000510,520060,,6100-41-41-4130-413001-000000-099-520060-,Meals and Subsistence,E,0
6100,41,4130,520060,61414037,520060,,6100-41-41-4130-413050-000000-000-520060-,Meals and Subsistence,E,515
6100,41,4130,520060,61414063,520060,,6100-41-41-4130-413001-000000-000-520060-,Meals and Subsistence,E,464
6100,41,4130,520060,61414065,520060,,6100-41-41-4130-413003-000000-000-520060-,Meals and Subsistence,E,55
6100,41,4130,520060,61414066,520060,,6100-41-41-4130-413020-000000-000-520060-,Meals and Subsistence,E,55
6100,41,4130,520110,61000510,520110,,6100-41-41-4130-413001-000000-099-520110-,M&R Equipment,E,0
6100,41,4130,520110,61414037,520110,,6100-41-41-4130-413050-000000-000-520110-,M&R Equipment,E,0
6100,41,4130,520110,61414063,520110,,6100-41-41-4130-413001-000000-000-520110-,M&R Equipment,E,2340
6100,41,4130,520210,61414037,520210,,6100-41-41-4130-413050-000000-000-520210-,Advertising,E,10759
6100,41,4130,520210,61414063,520210,,6100-41-41-4130-413001-000000-000-520210-,Advertising,E,2060
6100,41,4130,520210,61414064,520210,,6100-41-41-4130-413002-000000-000-520210-,Advertising,E,200
6100,41,4130,520210,61414065,520210,,6100-41-41-4130-413003-000000-000-520210-,Advertising,E,900
6100,41,4130,520210,61414066,520210,,6100-41-41-4130-413020-000000-000-520210-,Advertising,E,515
6100,41,4130,520220,61414064,520220,,6100-41-41-4130-413002-000000-000-520220-,Prof & Technical Services,E,5000
6100,41,4130,520290,61000140,520290,,6100-41-41-4130-413002-000000-004-520290-,Contract Maint Services,E,0
6100,41,4130,520290,61414063,520290,,6100-41-41-4130-413001-000000-000-520290-,Contract Maint Services,E,30157
6100,41,4130,520290,61414064,520290,,6100-41-41-4130-413002-000000-000-520290-,Contract Maint Services,E,20000
6100,41,4130,521900,61000510,521900,,6100-41-41-4130-413001-000000-099-521900-,Fees - Other,E,0
